borrower_id,sex,age_at_application,civil_status,educational_attainment,monthly_income,monthly_amortization,nominal_rate,everbad_in_12mo
B8484,Male,32,Single,Undergraduate degree holder,36000,4066.67944172784,0.05,1
B8485,Female,40,Single,Undergraduate degree holder,50000,3009.0900053392,0.1,0
B8486,Female,34,Single,Undergraduate degree holder,45000,4196.98038061937,0.05,0
B8487,Male,42,Single,Undergraduate degree holder,51000,3754.00877005859,0.05,0
B8488,Male,42,Widowed,Undergraduate degree holder,51000,4107.44290184358,0.05,0
B8489,Female,38,Single,Non-HS graduate,37000,4297.32852324357,0.15,0
B8490,Male,33,Single,Some college (Not a degree holder),51000,4339.92372950769,0.1,0
B8491,Female,40,Separated,Some college (Not a degree holder),47000,4036.42578456465,0.1,1
B8492,Female,28,Single,Some college (Not a degree holder),50000,5245.83855662485,0.1,0
B8493,Female,49,Single,Non-HS graduate,37000,5058.0092544488,0.1,1
B8494,Female,45,Married,Non-HS graduate,49000,4135.35257836573,0.15,0
B8495,Female,37,Separated,Undergraduate degree holder,40000,4552.74819189487,0.05,1
B8496,Male,31,Married,HS graduate,48000,3512.15198208042,0.1,1
B8497,Female,40,Married,Undergraduate degree holder,42000,4084.4203304787,0.1,0
B8498,Female,47,Single,Undergraduate degree holder,56000,3756.92649810299,0.05,0
B8499,Male,49,Married,Undergraduate degree holder,59000,3746.38420190863,0.05,0
B8500,Female,37,Married,Undergraduate degree holder,55000,4190.37050855051,0.05,0
B8501,Male,38,Single,Undergraduate degree holder,54000,4865.37426069301,0.05,1
B8502,Male,50,Widowed,Undergraduate degree holder,42000,4476.19535878013,0.05,0
B8503,Male,43,Single,Some college (Not a degree holder),40000,3714.94456135748,0.1,0
B8504,Male,41,Single,Undergraduate degree holder,48000,3244.18105308191,0.1,0
B8505,Female,45,Single,Undergraduate degree holder,43000,3317.3161691108,0.05,0
B8506,Female,40,Single,Undergraduate degree holder,52000,3825.13204021518,0.1,0
B8507,Female,30,Single,Undergraduate degree holder,45000,3541.48544857001,0.1,1
B8508,Male,49,Married,Undergraduate degree holder,48000,3489.90592875997,0.05,0
B8509,Female,44,Single,Some college (Not a degree holder),44000,4637.79622781943,0.1,0
B8510,Female,35,Married,Undergraduate degree holder,48000,3745.06625604102,0.05,0
B8511,Male,37,Single,Undergraduate degree holder,51000,4496.31732599537,0.05,0
B8512,Female,48,Single,Undergraduate degree holder,49000,4418.39722414322,0.05,1
B8513,Male,33,Single,HS graduate,35000,4746.30128286556,0.1,1
B8514,Male,46,Married,Non-HS graduate,49000,3823.26487642679,0.15,0
B8515,Female,45,Single,Undergraduate degree holder,43000,4264.8336609916,0.1,1
B8516,Male,38,Married,Some college (Not a degree holder),48000,3223.64943434884,0.1,1
B8517,Female,43,Single,HS graduate,49000,3931.3117352357,0.1,1
B8518,Male,47,Single,Non-HS graduate,45000,3797.55916537337,0.15,0
B8519,Female,32,Married,Undergraduate degree holder,45000,3872.03559593805,0.05,0
B8520,Male,30,Widowed,Undergraduate degree holder,50000,4195.27417135973,0.05,0
B8521,Female,43,Single,Undergraduate degree holder,50000,4642.12620639856,0.05,1
B8522,Male,34,Divorced,HS graduate,53000,4673.44210627937,0.1,1
B8523,Female,38,Single,Undergraduate degree holder,45000,4501.03407990319,0.05,1
B8524,Male,40,Single,Some college (Not a degree holder),41000,4579.42418387253,0.1,1
B8525,Female,46,Single,Undergraduate degree holder,47000,3518.23746133754,0.05,0
B8526,Female,34,Single,Undergraduate degree holder,48000,3829.02602541405,0.05,0
B8527,Male,43,Single,Graduate degree holder,48000,4136.78850177291,0.05,0
B8528,Female,32,Widowed,Non-HS graduate,55000,3727.71972998412,0.15,0
B8529,Female,43,Single,HS graduate,40000,4841.90141716165,0.1,1
B8530,Male,37,Single,Undergraduate degree holder,55000,4211.3395085204,0.1,1
B8531,Male,54,Widowed,Graduate degree holder,44000,2943.18997712286,0.05,0
B8532,Female,35,Single,Graduate degree holder,48000,4741.72554341123,0.05,0
B8533,Male,31,Married,Undergraduate degree holder,48000,3728.5078488922,0.05,0
B8534,Male,44,Single,Some college (Not a degree holder),45000,4605.46149024638,0.1,1
B8535,Female,40,Single,HS graduate,42000,3684.02971260248,0.1,1
B8536,Female,42,Married,Undergraduate degree holder,50000,2969.14193370475,0.05,0
B8537,Female,48,Single,HS graduate,50000,3302.93931739319,0.1,0
B8538,Female,36,Single,Undergraduate degree holder,45000,4249.75464818337,0.05,1
B8539,Female,62,Single,Undergraduate degree holder,34000,5016.16365501699,0.05,1
B8540,Female,48,Single,HS graduate,51000,3516.36940595474,0.1,1
B8541,Female,45,Married,Some college (Not a degree holder),50000,4384.79927629173,0.1,0
B8542,Female,38,Single,Undergraduate degree holder,51000,3823.60971586947,0.1,0
B8543,Female,41,Single,HS graduate,47000,3670.78670778264,0.1,0
B8544,Male,44,Single,Undergraduate degree holder,40000,3788.75448004983,0.05,0
B8545,Female,39,Married,HS graduate,44000,4983.37357264504,0.1,1
B8546,Female,36,Single,Undergraduate degree holder,57000,3699.77433451424,0.05,0
B8547,Male,35,Single,Some college (Not a degree holder),49000,2957.48621145375,0.1,0
B8548,Female,39,Single,Undergraduate degree holder,53000,3543.85722045858,0.05,0
B8549,Female,47,Single,Undergraduate degree holder,46000,4325.02386619993,0.05,0
B8550,Female,56,Single,Undergraduate degree holder,51000,3565.29200275166,0.05,0
B8551,Male,42,Married,Some college (Not a degree holder),53000,4658.72191233483,0.1,0
B8552,Male,37,Single,Undergraduate degree holder,48000,3451.87057364739,0.05,1
B8553,Male,37,Separated,Undergraduate degree holder,53000,3519.35083321463,0.1,1
B8554,Female,38,Married,Undergraduate degree holder,47000,3541.21193017431,0.05,0
B8555,Female,37,Single,Undergraduate degree holder,57000,4571.00102844476,0.1,1
B8556,Female,41,Single,Undergraduate degree holder,50000,5383.91739012735,0.05,1
B8557,Female,44,Single,Undergraduate degree holder,48000,3466.59530685685,0.1,1
B8558,Female,30,Married,Undergraduate degree holder,53000,4533.47012001272,0.05,1
B8559,Male,37,Married,Undergraduate degree holder,50000,4269.78461654312,0.05,0
B8560,Female,42,Married,Undergraduate degree holder,60000,3751.43898758806,0.05,0
B8561,Female,46,Single,HS graduate,48000,4032.21284408702,0.1,0
B8562,Male,66,Single,Undergraduate degree holder,46000,3821.4276243484,0.05,1
B8563,Female,60,Married,Undergraduate degree holder,48000,4361.54862113218,0.05,0
B8564,Male,44,Married,Undergraduate degree holder,50000,2902.22957586457,0.05,0
B8565,Male,38,Single,Undergraduate degree holder,48000,3965.8730103917,0.05,1
B8566,Female,41,Married,HS graduate,50000,3636.42905787725,0.1,0
B8567,Female,33,Single,Undergraduate degree holder,46000,3844.25098800922,0.05,0
B8568,Female,38,Single,Undergraduate degree holder,45000,3916.66000589951,0.1,0
B8569,Female,49,Married,Undergraduate degree holder,55000,2905.46423494186,0.1,0
B8570,Male,43,Single,Undergraduate degree holder,47000,4498.05118806923,0.1,0
B8571,Male,51,Single,Undergraduate degree holder,51000,4283.7251684801,0.05,0
B8572,Female,39,Single,Undergraduate degree holder,49000,3501.64410427063,0.05,0
B8573,Female,51,Single,Some college (Not a degree holder),55000,2700.25407069575,0.1,1
B8574,Female,41,Married,Undergraduate degree holder,50000,4627.46353862561,0.05,0
B8575,Male,41,Single,Undergraduate degree holder,56000,3143.40254757373,0.05,0
B8576,Male,35,Single,Undergraduate degree holder,41000,3625.38758942166,0.1,1
B8577,Female,54,Single,Non-HS graduate,48000,3838.67017273108,0.15,0
B8578,Male,35,Single,HS graduate,45000,3558.7555602455,0.1,0
B8579,Female,37,Single,Undergraduate degree holder,60000,4448.89809060811,0.05,0
B8580,Female,48,Married,Undergraduate degree holder,53000,4698.34056014663,0.05,1
B8581,Male,43,Married,Undergraduate degree holder,52000,4551.6720813584,0.05,1
B8582,Female,34,Widowed,Some college (Not a degree holder),42000,4100.1181127917,0.1,1
B8583,Female,49,Single,Some college (Not a degree holder),57000,4304.67979080135,0.1,1
B8584,Female,56,Married,Undergraduate degree holder,47000,4054.20131038584,0.05,0
B8585,Female,34,Married,Non-HS graduate,42000,4051.26910599168,0.15,1
B8586,Female,51,Single,Undergraduate degree holder,51000,4541.12601727719,0.1,0
B8587,Male,33,Separated,Non-HS graduate,41000,3928.48960977136,0.15,1
B8588,Female,39,Single,Undergraduate degree holder,53000,4115.19762388118,0.05,0
B8589,Female,42,Single,Undergraduate degree holder,59000,4049.66700049603,0.05,0
B8590,Female,46,Single,HS graduate,45000,4256.68993795721,0.1,0
B8591,Female,47,Single,Undergraduate degree holder,50000,4390.90030357136,0.05,0
B8592,Male,39,Single,Non-HS graduate,48000,3207.6155603492,0.15,1
B8593,Female,39,Single,Non-HS graduate,48000,4949.39579582147,0.15,1
B8594,Male,53,Separated,HS graduate,56000,4169.4518193237,0.1,0
B8595,Male,26,Single,Undergraduate degree holder,51000,3712.84219970009,0.05,0
B8596,Male,48,Separated,Undergraduate degree holder,55000,3884.45103809757,0.05,0
B8597,Female,44,Single,Undergraduate degree holder,45000,4179.6314333213,0.05,1
B8598,Female,42,Married,Some college (Not a degree holder),47000,4877.41914389748,0.1,0
B8599,Female,40,Single,Some college (Not a degree holder),40000,4787.67319096377,0.1,1
B8600,Male,40,Married,Undergraduate degree holder,51000,4565.20690391861,0.05,0
B8601,Male,39,Single,Undergraduate degree holder,43000,3312.00253224589,0.1,1
B8602,Male,28,Single,Undergraduate degree holder,47000,3961.71635842056,0.05,0
B8603,Female,40,Married,Undergraduate degree holder,50000,3787.14766700773,0.05,0
B8604,Male,40,Single,Undergraduate degree holder,52000,4586.07621823183,0.05,0
B8605,Female,44,Married,Undergraduate degree holder,51000,3156.81230241984,0.05,0
B8606,Female,42,Single,Undergraduate degree holder,50000,3343.73040534065,0.05,0
B8607,Female,39,Single,Undergraduate degree holder,46000,4048.20780289932,0.05,0
B8608,Male,41,Single,Graduate degree holder,45000,4249.85711174722,0.05,0
B8609,Male,36,Divorced,Undergraduate degree holder,51000,5458.75102983626,0.1,0
B8610,Male,58,Single,HS graduate,56000,4740.18260109829,0.1,1
B8611,Female,37,Married,Non-HS graduate,41000,4687.03041599395,0.15,1
B8612,Male,43,Married,Undergraduate degree holder,46000,4345.5487933583,0.05,0
B8613,Female,49,Married,Some college (Not a degree holder),46000,4081.57424330533,0.1,0
B8614,Female,55,Single,Undergraduate degree holder,55000,4318.19720363086,0.05,0
B8615,Male,44,Single,Undergraduate degree holder,47000,4772.43679012477,0.05,0
B8616,Female,50,Married,Undergraduate degree holder,45000,4588.45465545246,0.05,0
B8617,Male,47,Married,Some college (Not a degree holder),54000,4313.78960259959,0.1,0
B8618,Female,39,Single,HS graduate,43000,3980.54745989421,0.1,1
B8619,Female,40,Single,Graduate degree holder,53000,4772.83247353344,0.05,1
B8620,Female,45,Single,Undergraduate degree holder,47000,3657.6988884764,0.1,0
B8621,Male,60,Single,Undergraduate degree holder,59000,4185.72747748063,0.05,0
B8622,Male,37,Widowed,Undergraduate degree holder,52000,4123.91746376014,0.1,1
B8623,Male,43,Single,Undergraduate degree holder,41000,5819.39297873175,0.1,1
B8624,Male,37,Single,Some college (Not a degree holder),48000,4201.54683550119,0.1,0
B8625,Male,41,Single,Undergraduate degree holder,51000,3487.55072324152,0.05,0
B8626,Female,53,Divorced,Undergraduate degree holder,52000,4496.26651147744,0.05,0
B8627,Male,42,Single,Some college (Not a degree holder),33000,4888.26350007552,0.1,1
B8628,Female,52,Married,HS graduate,45000,4273.39871926525,0.1,0
B8629,Female,46,Single,Undergraduate degree holder,40000,3650.29607628027,0.1,1
B8630,Male,43,Single,Undergraduate degree holder,46000,4659.70460469338,0.05,0
B8631,Male,53,Married,HS graduate,52000,3521.59908631027,0.1,0
B8632,Male,34,Married,Some college (Not a degree holder),52000,4159.04518489518,0.1,0
B8633,Male,41,Married,Some college (Not a degree holder),49000,3600.34042994326,0.1,0
B8634,Female,49,Married,Some college (Not a degree holder),43000,5316.8146519019,0.1,1
B8635,Male,39,Single,Undergraduate degree holder,54000,4058.20905793973,0.05,0
B8636,Female,40,Married,Undergraduate degree holder,45000,4306.32317288159,0.05,0
B8637,Male,42,Single,Undergraduate degree holder,46000,3928.34159108931,0.05,0
B8638,Male,38,Married,Undergraduate degree holder,49000,3380.03171513102,0.05,1
B8639,Female,39,Single,Undergraduate degree holder,54000,3897.95084232547,0.05,0
B8640,Female,46,Married,Non-HS graduate,46000,4533.43940978822,0.15,1
B8641,Female,52,Married,Undergraduate degree holder,48000,3865.02537654435,0.05,0
B8642,Female,46,Single,Graduate degree holder,48000,3975.26493567826,0.05,0
B8643,Male,37,Single,Some college (Not a degree holder),48000,5032.06451901793,0.1,1
B8644,Male,39,Single,Non-HS graduate,47000,4949.73240920934,0.15,1
B8645,Male,38,Single,Undergraduate degree holder,56000,3406.13545818429,0.05,0
B8646,Male,39,Married,Non-HS graduate,50000,4235.66500738962,0.15,0
B8647,Female,38,Single,Undergraduate degree holder,53000,3039.79073166424,0.1,0
B8648,Male,37,Single,HS graduate,45000,4152.27733440312,0.1,0
B8649,Female,51,Single,Some college (Not a degree holder),43000,4575.75120645028,0.1,1
B8650,Female,42,Single,Undergraduate degree holder,44000,4079.47025435766,0.05,0
B8651,Female,36,Single,Undergraduate degree holder,49000,4661.99568771982,0.05,1
B8652,Male,45,Married,Undergraduate degree holder,55000,4522.71367826874,0.1,0
B8653,Female,44,Married,Undergraduate degree holder,44000,4274.14435133011,0.05,1
B8654,Female,40,Single,Undergraduate degree holder,45000,5028.28003442201,0.05,0
B8655,Male,47,Single,Undergraduate degree holder,44000,3575.73277168713,0.05,0
B8656,Female,35,Single,Undergraduate degree holder,46000,4309.42448575581,0.1,0
B8657,Male,39,Single,Undergraduate degree holder,50000,5385.84724621843,0.05,1
B8658,Female,44,Married,Undergraduate degree holder,49000,4715.10974035056,0.1,0
B8659,Female,38,Single,Undergraduate degree holder,50000,3331.56293168753,0.05,0
B8660,Male,51,Married,Undergraduate degree holder,34000,3821.24254571046,0.05,1
B8661,Male,49,Single,Undergraduate degree holder,48000,2812.2326333743,0.05,0
B8662,Female,33,Single,Undergraduate degree holder,54000,4019.99359121446,0.05,0
B8663,Female,59,Divorced,Undergraduate degree holder,52000,5046.25385689001,0.05,0
B8664,Female,35,Single,Undergraduate degree holder,45000,3942.46850578128,0.05,0
B8665,Male,44,Single,Some college (Not a degree holder),47000,4025.51301198347,0.1,0
B8666,Female,51,Single,Undergraduate degree holder,54000,3666.33417630889,0.1,0
B8667,Female,44,Married,HS graduate,40000,4309.43704846959,0.1,0
B8668,Female,40,Married,Non-HS graduate,41000,4213.74601997328,0.15,0
B8669,Female,43,Single,Some college (Not a degree holder),45000,4305.19878647876,0.1,1
B8670,Male,47,Single,Some college (Not a degree holder),51000,4244.48422716588,0.1,1
B8671,Female,48,Single,Undergraduate degree holder,57000,4551.51864505322,0.05,0
B8672,Female,27,Single,Undergraduate degree holder,51000,3752.21894621321,0.05,1
B8673,Female,34,Married,Undergraduate degree holder,44000,3699.96349529179,0.05,0
B8674,Male,38,Single,Undergraduate degree holder,39000,4465.71891004744,0.05,0
B8675,Female,32,Married,Undergraduate degree holder,62000,3141.58422774767,0.05,0
B8676,Male,51,Single,HS graduate,57000,3944.60958442009,0.1,0
B8677,Male,48,Single,HS graduate,55000,3442.91283566505,0.1,0
B8678,Female,48,Married,Undergraduate degree holder,50000,3970.30670456697,0.05,0
B8679,Female,53,Single,Undergraduate degree holder,49000,3287.48279292181,0.05,0
B8680,Female,38,Single,Undergraduate degree holder,48000,3295.22171156043,0.05,1
B8681,Female,41,Single,Undergraduate degree holder,50000,3090.19229682989,0.1,0
B8682,Female,29,Single,HS graduate,50000,3479.54818951686,0.1,0
B8683,Female,40,Single,Undergraduate degree holder,50000,4151.64464268638,0.1,0
B8684,Female,35,Single,Undergraduate degree holder,53000,5086.28429356386,0.05,0
B8685,Female,37,Single,Undergraduate degree holder,54000,4800.56755697411,0.05,0
B8686,Female,43,Single,Undergraduate degree holder,48000,3810.43707502744,0.05,0
B8687,Male,36,Married,Undergraduate degree holder,50000,3971.81239168474,0.05,0
B8688,Male,47,Separated,Non-HS graduate,36000,4159.12351322993,0.15,0
B8689,Female,42,Single,Undergraduate degree holder,49000,2919.87105686428,0.05,0
B8690,Female,57,Single,Undergraduate degree holder,48000,3989.69468279254,0.05,0
B8691,Female,39,Single,Undergraduate degree holder,62000,4757.89757196815,0.1,0
B8692,Male,44,Single,Undergraduate degree holder,48000,4282.16070930477,0.05,0
B8693,Male,50,Single,Some college (Not a degree holder),50000,3730.75543253478,0.1,0
B8694,Female,41,Married,Undergraduate degree holder,47000,3931.8617418522,0.1,0
B8695,Female,47,Single,Undergraduate degree holder,51000,4388.54821015057,0.05,0
B8696,Male,39,Married,Non-HS graduate,38000,3568.19886223023,0.15,1
B8697,Male,63,Single,HS graduate,48000,3324.57052028329,0.1,1
B8698,Male,53,Separated,Undergraduate degree holder,43000,4434.77259566392,0.1,0
B8699,Female,38,Single,Undergraduate degree holder,51000,3724.49002155063,0.05,1
B8700,Female,42,Married,Graduate degree holder,64000,4168.13350926216,0.05,1
B8701,Female,36,Married,Non-HS graduate,49000,4410.67416403554,0.15,0
B8702,Female,37,Single,Undergraduate degree holder,51000,3465.2617028259,0.05,0
B8703,Female,47,Single,Some college (Not a degree holder),49000,2969.8012317948,0.1,1
B8704,Male,36,Married,Undergraduate degree holder,52000,4115.14298141123,0.05,1
B8705,Male,41,Married,Undergraduate degree holder,49000,3798.88477516116,0.1,1
B8706,Female,58,Single,HS graduate,54000,3390.64703859068,0.1,0
B8707,Male,34,Widowed,Undergraduate degree holder,58000,4113.06000167397,0.05,0
B8708,Male,46,Divorced,Graduate degree holder,47000,4580.26146409007,0.05,0
B8709,Male,41,Single,Undergraduate degree holder,56000,3749.8350756549,0.05,0
B8710,Female,40,Separated,Undergraduate degree holder,50000,4868.78524973408,0.05,1
B8711,Male,58,Married,Some college (Not a degree holder),49000,3619.83355201598,0.1,0
B8712,Male,55,Single,Undergraduate degree holder,45000,3562.19315649867,0.05,0
B8713,Female,41,Married,Undergraduate degree holder,53000,4314.74557058223,0.05,0
B8714,Male,44,Married,Graduate degree holder,35000,3624.92944255231,0.05,0
B8715,Female,36,Single,Undergraduate degree holder,63000,4985.08737304776,0.05,0
B8716,Female,51,Single,Undergraduate degree holder,53000,3556.20961725152,0.05,0
B8717,Female,38,Single,Undergraduate degree holder,51000,3745.03918876396,0.05,1
B8718,Female,38,Single,Undergraduate degree holder,52000,3669.69157531378,0.05,1
B8719,Female,36,Single,Undergraduate degree holder,46000,4082.5338829359,0.05,1
B8720,Male,48,Single,Some college (Not a degree holder),56000,4755.62231198324,0.1,0
B8721,Female,39,Single,Undergraduate degree holder,50000,3414.31183167592,0.05,0
B8722,Female,51,Married,Graduate degree holder,51000,3862.53409638105,0.05,0
B8723,Female,40,Single,Undergraduate degree holder,54000,4422.83907011829,0.05,0
B8724,Female,34,Single,Some college (Not a degree holder),38000,4239.21554510266,0.1,1
B8725,Female,39,Single,Undergraduate degree holder,47000,3930.32549181665,0.05,0
B8726,Female,39,Single,Undergraduate degree holder,53000,4079.50329444897,0.05,0
B8727,Male,30,Single,Undergraduate degree holder,48000,4479.56967551838,0.05,0
B8728,Female,55,Married,Undergraduate degree holder,52000,4673.24771092849,0.05,0
B8729,Male,38,Married,Undergraduate degree holder,58000,3307.14554656367,0.05,0
B8730,Male,49,Single,Undergraduate degree holder,45000,5272.89955407678,0.05,1
B8731,Male,36,Single,Undergraduate degree holder,40000,3967.26669142574,0.05,0
B8732,Male,53,Single,HS graduate,54000,3835.74267653655,0.1,0
B8733,Male,50,Single,Undergraduate degree holder,53000,3606.60323215581,0.1,0
B8734,Male,43,Single,Undergraduate degree holder,48000,4195.09363809972,0.05,0
B8735,Female,46,Married,Undergraduate degree holder,50000,4084.83993935002,0.1,1
B8736,Female,37,Single,Undergraduate degree holder,42000,3775.24169904544,0.05,0
B8737,Female,33,Married,Graduate degree holder,51000,3624.70476526717,0.05,0
B8738,Male,34,Single,Undergraduate degree holder,38000,4446.66931315923,0.05,0
B8739,Male,28,Married,Undergraduate degree holder,52000,4332.73682928861,0.05,0
B8740,Male,42,Single,Undergraduate degree holder,44000,3696.61002394354,0.1,1
B8741,Male,40,Single,Undergraduate degree holder,38000,5085.50462644961,0.1,0
B8742,Male,54,Single,Undergraduate degree holder,48000,3475.28345203516,0.05,0
B8743,Female,34,Single,Undergraduate degree holder,55000,3661.13958924908,0.05,0
B8744,Female,51,Single,Undergraduate degree holder,55000,4043.39561647297,0.05,0
B8745,Female,46,Single,Undergraduate degree holder,51000,4522.10829682463,0.05,0
B8746,Female,54,Married,Undergraduate degree holder,48000,3672.01964722895,0.05,0
B8747,Male,54,Single,Undergraduate degree holder,52000,3775.19354409638,0.05,0
B8748,Male,49,Married,Undergraduate degree holder,55000,2980.68432045705,0.1,0
B8749,Female,46,Single,Non-HS graduate,50000,3175.98604996963,0.15,0
B8750,Female,43,Married,Undergraduate degree holder,52000,3820.26781936917,0.05,0
B8751,Female,49,Married,Graduate degree holder,46000,4258.4747711805,0.05,1
B8752,Male,43,Single,Undergraduate degree holder,50000,4601.49387806265,0.05,1
B8753,Male,38,Single,Undergraduate degree holder,40000,3708.17563450405,0.05,0
B8754,Female,42,Married,Some college (Not a degree holder),45000,4341.97863493039,0.1,1
B8755,Male,63,Single,Undergraduate degree holder,61000,5201.93331870823,0.05,1
B8756,Male,45,Single,Undergraduate degree holder,52000,3777.87154725366,0.05,0
B8757,Male,37,Single,Undergraduate degree holder,46000,3913.82253703424,0.05,1
B8758,Female,45,Single,Undergraduate degree holder,48000,4615.59452656093,0.05,0
B8759,Female,43,Single,Undergraduate degree holder,45000,4685.09923937822,0.1,0
B8760,Male,45,Married,Undergraduate degree holder,53000,4070.63957724999,0.05,0
B8761,Female,43,Single,Non-HS graduate,46000,4643.2927443695,0.15,1
B8762,Female,31,Married,Some college (Not a degree holder),48000,4414.27642910854,0.1,0
B8763,Female,30,Single,Undergraduate degree holder,54000,4744.12393834433,0.05,0
B8764,Female,36,Divorced,Undergraduate degree holder,48000,3976.01386781453,0.05,0
B8765,Female,46,Widowed,Some college (Not a degree holder),39000,3604.52114747957,0.1,1
B8766,Female,39,Single,Undergraduate degree holder,44000,4443.4148021741,0.05,0
B8767,Male,29,Married,Undergraduate degree holder,48000,4249.0844874334,0.05,0
B8768,Female,46,Single,Graduate degree holder,45000,4524.25345354952,0.05,0
B8769,Female,52,Single,Undergraduate degree holder,48000,4372.87815252966,0.05,0
B8770,Male,40,Single,Undergraduate degree holder,45000,4184.96725958417,0.1,1
B8771,Male,51,Single,Undergraduate degree holder,45000,4061.28182098716,0.05,0
B8772,Female,30,Single,Non-HS graduate,48000,3454.69944720874,0.15,0
B8773,Female,40,Single,HS graduate,47000,3473.42344929257,0.1,0
B8774,Male,42,Single,Some college (Not a degree holder),52000,4119.69651850252,0.1,0
B8775,Female,41,Single,Undergraduate degree holder,52000,3535.91786145981,0.05,0
B8776,Female,51,Married,Some college (Not a degree holder),52000,4640.22865375548,0.1,0
B8777,Male,35,Married,Undergraduate degree holder,47000,4178.60133169882,0.05,0
B8778,Male,37,Married,Non-HS graduate,43000,4138.1054400685,0.15,1
B8779,Male,43,Married,Undergraduate degree holder,49000,4414.18511197003,0.05,0
B8780,Male,46,Married,Some college (Not a degree holder),53000,4640.27543673971,0.1,1
B8781,Female,35,Married,Graduate degree holder,60000,3716.27111089199,0.05,0
B8782,Female,46,Single,Undergraduate degree holder,52000,3557.2082297924,0.1,0
B8783,Male,44,Single,Graduate degree holder,56000,3241.19514718125,0.05,0
B8784,Male,38,Single,HS graduate,39000,4124.34943271689,0.1,1
B8785,Female,39,Married,Non-HS graduate,47000,4543.52055728583,0.1,1
B8786,Female,46,Married,Undergraduate degree holder,44000,4592.02157212564,0.05,1
B8787,Female,34,Widowed,Graduate degree holder,48000,3312.64771416926,0.05,0
B8788,Male,37,Married,Undergraduate degree holder,41000,3548.78030913846,0.05,0
B8789,Female,39,Married,Some college (Not a degree holder),51000,3898.42961962012,0.1,1
B8790,Male,36,Single,Non-HS graduate,44000,4928.35839526175,0.1,1
B8791,Female,47,Single,Undergraduate degree holder,52000,3726.15121040618,0.05,0
B8792,Female,28,Married,Undergraduate degree holder,56000,4670.97291713083,0.05,0
B8793,Female,37,Single,Undergraduate degree holder,43000,4140.05027103658,0.05,0
B8794,Male,42,Single,Undergraduate degree holder,52000,4687.66814341786,0.05,0
B8795,Male,48,Single,Undergraduate degree holder,58000,3310.65426926374,0.05,0
B8796,Male,39,Married,Non-HS graduate,45000,3773.81174400992,0.1,1
B8797,Male,38,Single,Some college (Not a degree holder),47000,3523.73347018551,0.1,1
B8798,Female,40,Single,Graduate degree holder,40000,4506.00457783888,0.05,1
B8799,Female,42,Married,Undergraduate degree holder,45000,3848.79019787763,0.05,0
B8800,Male,36,Married,Undergraduate degree holder,50000,3829.27377025567,0.05,0
B8801,Female,47,Married,HS graduate,50000,3903.72659608423,0.1,0
B8802,Female,45,Single,HS graduate,53000,4067.05134671847,0.1,0
B8803,Male,45,Married,HS graduate,44000,4104.94249449463,0.1,1
B8804,Female,43,Married,Undergraduate degree holder,55000,4838.47056027916,0.1,0
B8805,Female,42,Married,Undergraduate degree holder,42000,4580.26461532664,0.1,0
B8806,Male,43,Single,HS graduate,46000,5373.80808966876,0.1,1
B8807,Male,38,Single,Undergraduate degree holder,42000,4763.31486225889,0.1,0
B8808,Male,62,Single,Non-HS graduate,47000,3959.61709092167,0.1,0
B8809,Female,44,Single,Undergraduate degree holder,45000,4068.9705758761,0.05,0
B8810,Female,33,Married,Undergraduate degree holder,48000,3141.34422579533,0.05,0
B8811,Female,33,Married,HS graduate,48000,3119.40677017782,0.1,0
B8812,Female,34,Separated,Non-HS graduate,42000,3747.37036518598,0.1,0
B8813,Male,52,Married,Non-HS graduate,48000,3787.16668403342,0.15,0
B8814,Female,35,Married,Undergraduate degree holder,50000,4497.4981337922,0.05,0
B8815,Female,43,Married,Graduate degree holder,43000,4335.33824264051,0.05,0
B8816,Male,36,Single,HS graduate,45000,3016.12167640891,0.1,1
B8817,Male,57,Single,Undergraduate degree holder,47000,3707.12700252381,0.05,0
B8818,Male,43,Married,Undergraduate degree holder,48000,3193.31319058205,0.05,0
B8819,Male,43,Married,Undergraduate degree holder,52000,4319.64317247436,0.05,1
B8820,Female,41,Married,Undergraduate degree holder,41000,4920.02430327303,0.05,1
B8821,Male,51,Married,Undergraduate degree holder,53000,3331.18383050551,0.1,0
B8822,Female,44,Single,Graduate degree holder,47000,4144.16281042536,0.05,1
B8823,Male,55,Married,HS graduate,48000,4440.03372895245,0.1,1
B8824,Female,37,Single,Undergraduate degree holder,48000,3865.93973427161,0.05,0
B8825,Male,34,Single,Undergraduate degree holder,42000,3776.58591957545,0.05,0
B8826,Female,40,Married,Undergraduate degree holder,55000,3515.40493078539,0.05,0
B8827,Male,39,Married,Undergraduate degree holder,53000,4322.23485233729,0.05,0
B8828,Male,47,Married,Undergraduate degree holder,51000,4345.37929778763,0.1,0
B8829,Female,49,Single,Undergraduate degree holder,47000,5754.46213707575,0.1,0
B8830,Female,31,Married,Undergraduate degree holder,42000,4635.98878828785,0.05,1
B8831,Male,34,Married,Graduate degree holder,44000,5158.47783967046,0.05,0
B8832,Male,42,Single,Some college (Not a degree holder),56000,3794.27498700898,0.1,0
B8833,Male,31,Single,HS graduate,43000,4355.53416584808,0.1,0
B8834,Female,39,Single,HS graduate,52000,3442.92669839175,0.1,0
B8835,Female,40,Single,Undergraduate degree holder,50000,3632.41039667772,0.05,0
B8836,Female,42,Married,Undergraduate degree holder,42000,3625.01496445777,0.05,0
